,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2073,13382019092208,0,46116,46303,94.1,12.56,8.97,0.62,0.9,233.34,193.05,93.44,13.81,8.93,3.56,0.9,141.31,178.26,0
2074,13382019092208,0,46116,45005,82.36,0.61,8.55,0.86,0.85,301.39,258.86,82.41,2.08,7.29,3.41,0.73,258.65,221.21,1
2075,34882019092208,0,46256,46657,34.65,23.05,7.02,2.25,0.69,60.02,63.0,34.36,21.71,4.91,4.2,0.49,305.55,351.94,0
2076,36302019092208,0,46116,46230,82.31,44.46,7.5,4.15,0.75,314.79,335.44,81.14,43.87,7.12,4.08,0.71,34.21,24.1,0
2077,21332019092209,0,45334,42721,80.01,51.89,8.26,3.5,0.83,327.28,350.07,78.6,51.59,7.07,5.63,0.71,38.94,33.53,1
2078,30342019092209,0,45334,43488,94.62,36.07,1.61,2.64,0.17,295.22,180.04,93.59,35.68,3.22,4.99,0.34,72.47,86.1,1
2079,30342019092209,0,45334,46684,94.62,36.07,1.61,2.64,0.17,295.22,180.04,93.75,37.13,4.42,5.49,0.46,101.06,117.58,1
2080,33752019092209,0,45334,32309,55.59,29.39,2.58,0.56,0.25,146.21,155.03,56.04,28.54,6.19,4.73,0.64,263.98,273.9,0
2081,33752019092209,0,45334,38852,55.77,28.9,2.69,2.05,0.27,142.7,166.11,56.5,30.07,5.51,5.44,0.55,196.46,216.89,1
2082,38672019092209,0,45334,43986,30.4,38.07,3.85,2.95,0.38,151.84,234.68,31.56,37.98,8.79,2.75,0.88,301.03,305.48,0
2083,38672019092209,0,45334,38658,29.54,25.74,5.66,2.86,0.58,109.03,166.07,30.24,24.51,6.22,3.2,0.63,260.47,228.21,0
2084,38672019092209,0,45334,43488,29.68,25.2,5.46,2.81,0.56,110.59,164.42,29.83,26.62,7.49,2.25,0.76,158.56,168.69,1
2085,1202019092210,0,42794,45038,35.03,38.32,3.78,4.18,0.34,183.19,127.27,36.02,39.0,3.19,2.4,0.32,225.37,195.57,1
2086,22322019092210,0,44964,40755,83.59,47.35,3.36,0.06,0.34,278.03,1.09,82.56,46.47,7.6,4.52,0.77,80.74,43.2,1
2087,23242019092210,0,42794,41358,39.05,17.79,6.65,0.27,0.66,68.83,101.0,39.29,16.4,6.66,5.35,0.67,9.56,3.33,0
2088,23242019092210,0,42794,43487,44.18,17.3,2.62,5.98,0.28,36.87,72.31,45.4,18.03,6.1,4.29,0.63,246.05,212.67,0
2089,23242019092210,0,42794,47913,49.37,20.02,5.11,1.5,0.51,133.04,90.78,50.14,21.16,3.17,3.54,0.3,214.96,128.92,1
2090,37202019092210,0,44964,44869,27.47,37.39,3.03,3.93,0.32,150.78,179.55,28.04,36.61,4.8,5.95,0.51,143.69,301.4,1
2091,2182019092211,0,48415,47925,60.86,15.91,4.25,1.58,0.43,326.27,313.03,61.08,17.02,5.43,5.12,0.57,146.68,109.88,0
2092,12092019092211,0,48415,47915,30.09,52.49,2.14,2.22,0.22,77.26,4.25,31.01,51.71,8.07,5.18,0.83,349.77,291.26,1
2093,28922019092211,0,42412,45648,29.8,48.2,4.29,2.83,0.43,25.01,352.62,30.26,47.14,8.48,5.11,0.86,350.62,321.51,0
2094,28922019092211,0,42412,46378,31.76,46.56,1.47,4.01,0.16,30.7,97.27,32.88,47.03,2.41,1.54,0.24,264.56,199.94,1
2095,33242019092211,0,42412,46378,91.21,36.06,0.61,2.74,0.06,306.03,22.95,90.41,35.38,5.37,5.62,0.56,7.6,68.12,1
2096,41072019092211,0,42412,43525,91.66,20.02,3.27,5.63,0.35,308.6,159.84,90.78,21.16,6.23,5.24,0.63,171.87,164.86,1
2097,5632019092212,0,46309,47905,34.69,39.79,5.02,4.03,0.51,126.66,148.03,35.57,38.69,7.16,3.66,0.68,321.87,269.53,1
2098,13082019092212,0,46309,47990,67.13,49.39,5.89,3.31,0.6,309.6,277.63,66.15,49.32,5.36,4.01,0.55,105.31,66.76,1
2099,13082019092212,0,46309,41590,64.47,49.67,4.59,3.2,0.42,279.55,275.57,65.52,48.81,5.03,3.97,0.52,330.19,340.57,1
2100,24662019092212,0,46309,46457,85.45,46.87,1.71,4.07,0.19,317.84,333.73,84.82,45.56,4.5,4.31,0.45,8.63,45.02,1
2101,31072019092212,0,46309,41590,33.74,16.63,4.49,3.38,0.46,168.94,175.12,34.43,17.66,7.39,2.3,0.8,174.5,190.71,1
2102,31072019092212,0,46309,43988,33.33,19.85,5.99,2.73,0.6,146.69,167.58,34.3,20.99,7.56,0.85,0.76,170.06,167.26,1
2103,32932019092212,0,44946,46354,83.03,48.56,4.16,4.13,0.4,159.21,149.83,81.71,47.92,4.35,7.13,0.42,98.16,101.89,1
2104,36652019092213,0,45150,46672,62.98,43.12,4.54,5.56,0.45,264.38,7.08,61.73,42.52,8.82,2.17,0.9,46.13,53.62,1
2105,7562019092300,0,46325,43413,68.62,38.37,1.71,2.19,0.18,204.34,238.89,68.41,37.43,4.24,3.35,0.43,333.9,7.19,1
2106,36262019092300,0,46325,43402,44.58,28.52,4.23,5.85,0.42,38.66,1.1,45.33,27.66,6.67,3.28,0.66,310.58,326.23,1
2107,12832019091200,0,46256,46271,82.1,25.97,5.35,4.87,0.53,331.79,311.57,80.84,25.93,4.51,5.24,0.47,107.65,122.6,0
2108,12832019091200,0,46256,39993,71.65,31.25,7.19,1.69,0.72,296.18,287.56,71.14,29.92,6.7,1.68,0.67,3.28,354.2,0
2109,12832019091200,0,46256,44376,60.43,32.99,7.9,1.76,0.79,243.67,259.21,61.39,31.97,7.64,2.6,0.8,305.49,280.64,1
2110,23562019091200,0,46256,43472,58.63,30.33,2.69,4.17,0.27,150.63,132.64,59.43,29.25,9.05,1.69,0.91,288.22,282.57,0
2111,35982019091200,0,45334,46233,32.62,10.81,5.14,3.88,0.51,147.92,169.07,33.55,11.88,8.75,5.92,0.88,197.08,224.12,0
2112,35982019091200,0,45334,37737,40.45,7.43,3.63,5.4,0.36,151.91,115.22,41.72,7.9,4.47,3.31,0.45,253.49,266.04,1
2113,18682019091500,0,43349,38897,55.22,53.17,6.93,1.64,0.57,56.74,53.75,56.21,52.73,3.4,0.94,0.36,346.87,14.68,1
2114,37202019091500,0,43349,46203,81.73,35.85,5.42,1.42,0.54,318.83,252.91,80.78,34.81,1.77,5.79,0.19,333.97,26.98,0
2115,37202019091500,0,43349,46657,80.4,35.33,4.47,2.68,0.44,345.29,247.8,79.39,36.34,4.8,3.06,0.47,163.9,161.86,1
2116,40822019091500,0,43349,46674,65.51,42.75,1.66,4.6,0.18,171.04,306.38,64.17,42.66,4.48,3.51,0.47,358.7,73.41,1
2117,32012019091501,0,46309,45020,92.95,45.87,3.61,0.81,0.36,277.94,13.54,91.77,45.71,6.84,4.51,0.7,64.23,55.73,1
2118,35112019091501,0,46309,45006,49.14,0.33,5.81,0.33,0.58,105.43,138.96,50.03,1.5,6.61,5.17,0.67,189.9,194.7,1
2119,1252019091502,0,44978,42116,30.48,33.94,3.85,2.51,0.4,42.06,25.54,31.81,33.34,6.14,2.24,0.63,305.15,318.44,1
2120,1252019091502,0,44978,45038,30.88,34.96,3.44,1.94,0.36,37.85,17.35,31.81,35.65,3.69,2.92,0.39,213.95,313.92,1
2121,15762019091502,0,33566,47843,100.7,41.55,2.07,3.22,0.19,213.83,160.3,100.49,42.65,9.03,3.58,0.92,122.38,100.59,0
2122,15762019091502,0,33566,43062,98.41,42.46,5.18,2.37,0.5,302.08,309.91,97.66,41.22,3.92,6.68,0.39,41.65,7.32,0
2123,15762019091502,0,33566,42529,90.75,48.51,5.72,1.49,0.57,277.43,318.22,89.56,48.09,4.66,2.48,0.46,52.43,23.92,1
2124,12082019091503,0,43452,42397,38.97,32.49,1.82,4.75,0.16,95.98,257.3,40.28,31.85,7.21,5.58,0.75,278.21,290.54,1
2125,15592019091503,0,46534,48009,73.42,42.48,5.11,2.44,0.51,279.53,290.79,73.87,43.88,3.1,4.24,0.29,240.67,250.92,1
2126,15592019091503,0,46534,43486,71.36,43.23,3.32,4.55,0.33,325.4,284.25,70.67,43.89,3.95,4.1,0.4,114.57,108.75,1
2127,36192019091503,0,46534,42485,49.7,-0.1,7.4,2.58,0.75,128.11,138.12,50.16,1.14,7.81,2.93,0.79,171.67,169.38,1
2128,40212019091503,0,43452,48000,87.78,31.9,1.05,1.53,0.12,201.24,29.05,87.19,30.74,5.22,3.3,0.53,30.55,43.01,1
2129,1652019091504,0,42794,42515,83.77,16.75,4.34,4.47,0.42,211.9,243.75,82.37,16.64,8.52,2.57,0.86,144.8,76.14,0
2130,10462019091504,0,44923,46778,94.74,0.39,4.82,2.31,0.49,277.65,189.19,93.82,1.03,7.96,4.52,0.81,134.83,121.54,1
2131,23302019091504,0,43408,48003,44.18,22.22,6.49,3.64,0.66,143.81,153.37,45.07,21.18,5.43,4.84,0.57,292.14,255.92,0
2132,23302019091504,0,43408,44869,44.76,21.12,5.91,3.14,0.61,134.8,151.81,45.7,21.64,5.78,2.42,0.58,158.14,196.27,1
2133,27452019091504,0,43408,46778,80.59,24.03,0.5,4.22,0.06,297.5,71.02,79.42,23.53,7.08,5.51,0.7,59.08,49.16,1
2134,34442019091504,0,44923,44869,80.47,29.81,8.84,1.04,0.89,6.3,20.46,79.34,29.53,8.6,2.83,0.86,87.77,72.1,0
2135,34442019091504,0,44923,46312,80.79,43.82,9.31,2.45,0.94,325.33,341.43,79.8,42.97,9.15,3.34,0.92,10.84,4.11,1
2136,15812019091505,0,48988,44387,30.38,35.93,2.54,7.06,0.26,144.14,128.71,31.46,35.72,4.61,5.61,0.46,230.32,255.51,0
2137,15812019091505,0,48988,44921,29.07,36.57,5.4,2.3,0.54,118.77,105.87,30.36,37.2,3.32,6.46,0.34,234.41,231.79,0
2138,15812019091505,0,48988,46200,27.05,31.8,1.38,3.3,0.39,264.77,191.29,27.7,30.67,3.41,3.86,0.35,307.06,270.25,1
2139,15812019091505,0,48988,40657,27.79,33.96,2.24,2.2,0.21,144.62,223.76,28.42,35.2,5.05,2.29,0.5,176.41,220.83,1
2140,17582019091505,0,43475,33234,25.15,3.11,4.95,3.05,0.5,99.79,205.62,26.11,3.96,7.12,3.73,0.72,190.09,207.22,1
2141,22112019091505,0,48988,46080,76.48,1.11,6.37,1.62,0.63,255.57,226.33,75.8,2.09,6.97,5.9,0.7,350.73,180.3,1
2142,22112019091505,0,48988,41354,81.16,5.83,5.72,2.56,0.58,244.87,208.65,80.87,7.19,6.16,6.42,0.61,212.56,182.61,1
2143,26722019091505,0,48988,41354,80.98,31.0,4.3,2.27,0.44,304.73,191.2,79.76,31.16,4.99,5.65,0.51,90.25,105.27,1
2144,28842019091505,0,43475,33234,93.35,41.42,5.61,3.34,0.57,185.03,194.03,92.94,42.56,7.9,4.32,0.78,151.75,169.96,1
2145,3632019091506,0,40107,43488,35.64,50.8,1.41,5.35,0.08,104.05,150.28,36.94,50.81,4.49,5.43,0.46,232.64,243.89,1
2146,7292019091506,0,40107,38852,38.12,46.71,3.82,3.7,0.39,60.49,48.71,39.4,46.09,5.3,5.29,0.53,280.13,328.76,1
2147,19722019091506,0,41418,46903,50.41,38.92,9.08,3.94,0.91,59.6,49.28,51.57,38.05,6.11,2.42,0.6,351.93,11.08,0
2148,19722019091506,0,41418,46223,73.09,50.36,7.19,3.7,0.73,101.57,83.17,73.9,49.32,7.65,3.08,0.78,2.65,40.75,1
2149,21982019091506,0,41418,30412,75.34,53.11,6.97,2.29,0.7,291.83,303.45,74.87,51.71,7.39,3.1,0.74,343.08,348.42,1
2150,26752019091506,0,41418,46223,90.94,30.79,3.89,1.05,0.38,295.6,322.94,90.09,30.03,5.18,4.81,0.5,55.65,36.83,1
2151,1152019091507,0,42412,46457,43.03,22.03,5.86,1.5,0.59,109.53,56.46,43.0,20.93,6.75,3.16,0.67,332.47,306.65,0
2152,1152019091507,0,42412,47990,47.44,23.84,3.42,3.61,0.34,191.24,79.34,48.15,23.17,3.25,4.49,0.34,354.61,327.63,1
2153,3152019091507,0,42412,43988,31.59,43.38,1.55,4.44,0.16,47.3,240.22,32.72,44.05,5.3,4.62,0.55,226.62,253.24,1
2154,16662019091507,0,47849,47830,35.36,2.15,7.38,3.13,0.75,142.4,141.12,35.89,2.9,7.6,4.53,0.76,179.96,231.84,0
2155,16662019091507,0,47849,47871,38.0,-0.47,5.18,3.59,0.53,110.3,128.65,38.08,0.81,7.41,2.98,0.75,180.26,177.6,1
2156,1282019091508,0,43556,43554,80.04,46.16,8.9,1.87,0.9,287.0,335.2,79.07,45.17,9.79,0.53,0.98,1.68,342.59,1
2157,4692019091508,0,43556,43353,95.3,16.7,5.2,1.84,0.53,307.52,281.69,94.72,17.96,3.58,1.95,0.35,168.79,196.1,1
2158,4692019091508,0,43556,39124,93.88,17.07,4.71,1.71,0.47,315.03,283.56,93.23,15.96,2.13,4.02,0.21,66.69,357.56,1
2159,6102019091508,0,44830,43873,36.06,19.66,2.31,5.18,0.26,57.77,128.8,37.11,20.12,5.81,2.68,0.6,179.73,185.6,0
2160,6102019091508,0,44830,42452,37.67,21.12,1.28,1.68,0.06,302.36,66.98,38.59,20.14,2.64,3.38,0.27,331.76,340.41,1
2161,6102019091508,0,44830,47872,36.81,20.69,1.63,1.69,0.16,306.34,57.68,37.72,21.77,1.78,3.15,0.18,228.05,234.95,1
2162,21062019091508,0,44830,45102,51.49,51.0,7.03,2.23,0.7,272.5,311.25,50.3,50.15,5.63,4.0,0.57,356.5,8.4,1
2163,32802019091508,0,43556,40248,79.1,45.2,3.98,4.33,0.41,245.55,219.93,77.69,44.72,3.01,3.72,0.3,68.98,130.75,1
2164,35242019091508,0,43556,43554,84.34,23.52,2.27,0.09,0.25,318.85,21.96,83.2,23.98,4.07,6.5,0.42,118.54,87.89,1
2165,35242019091508,0,43556,46221,84.09,22.87,2.11,0.66,0.22,294.51,21.26,83.22,21.92,6.26,5.15,0.66,343.88,40.12,1
2166,1972019091509,0,37139,46178,102.37,19.07,4.76,3.03,0.48,0.83,336.52,101.12,19.43,4.48,2.2,0.46,66.41,20.54,0
2167,1972019091509,0,37139,42875,100.81,21.85,4.72,1.43,0.47,286.64,333.49,100.46,20.54,7.07,3.58,0.71,9.35,2.41,1
2168,2892019091509,0,46325,43360,54.13,52.44,7.16,3.07,0.72,108.22,4.58,55.16,51.85,5.91,5.54,0.6,311.98,304.85,1
2169,2892019091509,0,46325,39374,53.66,49.51,7.56,1.09,0.75,59.77,13.55,54.95,49.01,6.88,3.36,0.69,302.08,337.22,1
2170,8732019091510,0,37251,37211,75.1,17.44,3.54,2.36,0.36,256.1,266.95,75.19,18.44,6.04,1.75,0.61,180.48,171.48,0
2171,8732019091510,0,37251,43309,72.15,17.27,3.48,1.47,0.34,201.08,263.4,71.26,16.51,1.48,4.33,0.17,71.9,75.28,1
2172,8732019091510,0,37251,46169,73.62,17.38,3.86,0.51,0.38,228.21,268.09,73.45,18.68,4.57,4.09,0.46,186.57,194.73,1
2173,9632019091510,0,41353,45345,35.15,14.93,4.11,0.77,0.4,63.24,54.54,36.21,14.2,3.01,4.95,0.3,281.73,329.96,1
2174,23192019091510,0,41353,37251,59.19,35.01,5.38,3.5,0.53,335.18,8.72,58.24,34.93,7.93,6.19,0.8,49.59,75.25,0
2175,23192019091510,0,41353,44981,51.55,48.06,4.02,1.99,0.41,283.62,284.71,50.26,47.71,2.99,0.17,0.3,77.97,346.75,1
2176,36292019091510,0,47839,44981,40.1,6.1,5.23,3.87,0.53,85.32,155.43,41.25,5.78,2.9,1.14,0.29,290.31,186.73,1
2177,37242019091510,0,44045,40994,87.53,32.59,3.0,4.25,0.28,310.44,357.48,86.46,31.6,5.13,4.78,0.53,60.29,65.81,0
2178,37242019091510,0,44045,37211,86.97,41.89,6.39,2.27,0.64,297.11,6.52,85.74,41.64,6.21,3.27,0.62,66.13,43.55,1
2179,3652019091511,0,42051,39975,38.58,7.59,8.71,1.01,0.88,115.72,151.74,39.58,8.65,8.79,2.51,0.88,157.58,174.71,1
2180,37372019091511,0,42051,37784,75.08,18.03,5.91,2.69,0.6,277.79,255.92,74.18,18.42,2.63,0.85,0.29,143.61,187.87,1
2181,7442019091512,0,48415,48026,58.17,23.37,6.9,1.31,0.69,143.81,157.49,59.25,24.3,7.38,7.27,0.71,197.48,208.94,0
2182,7442019091512,0,48415,46300,59.35,20.09,4.18,5.63,0.44,136.82,163.96,60.5,19.85,4.69,3.96,0.48,268.89,226.73,1
2183,10252019091512,0,45150,48027,98.01,7.66,3.11,1.98,0.33,354.52,264.68,97.05,8.16,2.5,6.3,0.27,151.85,126.74,1
2184,10252019091512,0,45150,38470,97.72,7.63,2.79,4.12,0.3,354.52,265.21,98.22,9.03,1.8,1.76,0.2,156.26,246.68,1
2185,11752019091512,0,48415,48026,49.88,-1.53,7.64,4.4,0.78,183.13,210.45,49.01,-0.47,8.72,2.89,0.88,145.13,204.51,1
2186,30342019091512,0,45150,48027,41.25,48.23,7.26,2.42,0.74,254.05,242.07,41.42,46.95,7.91,2.5,0.8,328.46,288.75,1
2187,30342019091512,0,45150,46378,42.58,48.92,7.6,3.13,0.77,262.24,237.33,43.83,49.0,9.12,3.13,0.93,284.96,258.12,1
2188,41232019091512,0,48415,46300,88.72,31.71,2.16,6.5,0.23,273.98,273.82,87.62,32.55,5.26,5.72,0.54,124.59,160.13,0
2189,41232019091512,0,48415,48026,88.25,33.38,3.62,2.56,0.36,328.83,3.91,86.9,33.09,4.81,3.77,0.47,33.08,47.5,1
2190,9622019091513,0,29957,37179,53.68,37.79,3.32,2.59,0.34,253.69,289.98,52.67,37.46,6.33,2.99,0.65,38.66,15.0,1
2191,4092019091600,0,41292,45144,53.11,27.39,5.86,2.89,0.6,82.9,67.07,53.82,26.74,4.24,3.38,0.44,304.19,303.4,1
2192,6802019091600,0,41292,40630,43.18,48.2,6.8,1.73,0.69,79.8,51.43,44.17,47.34,6.07,1.97,0.62,328.98,23.0,1
2193,11102019091600,0,41292,45144,64.01,24.89,4.8,5.14,0.49,260.98,276.9,63.23,25.55,4.31,4.14,0.45,153.1,107.82,1
2194,23352019091600,0,41292,42771,53.56,44.92,7.48,0.63,0.75,54.3,14.01,54.88,44.31,6.93,4.88,0.7,320.32,338.74,1
2195,26732019091600,0,46279,46672,84.21,37.75,4.36,1.92,0.44,298.34,252.49,84.96,37.94,6.8,5.65,0.68,190.99,178.84,0
2196,26732019091600,0,46279,46992,81.65,37.32,2.48,4.23,0.27,346.04,271.2,80.63,36.53,7.9,2.78,0.8,5.32,13.27,1
2197,1252019090500,0,44932,43377,73.94,29.99,5.76,3.25,0.58,234.7,220.15,74.45,28.75,1.27,7.65,0.11,347.54,204.38,0
2198,1252019090500,0,44932,42485,70.94,3.27,9.45,1.21,0.95,236.39,216.38,69.83,4.27,8.44,1.95,0.85,190.14,190.39,1
2199,4432019090500,0,44932,43377,51.77,20.67,3.46,3.67,0.36,230.97,255.7,50.72,20.29,2.76,7.09,0.31,53.5,95.55,1
2200,4432019090500,0,44932,48009,52.48,20.9,4.17,3.86,0.42,244.17,249.65,51.84,22.08,4.65,5.19,0.44,127.58,178.13,1
2201,10232019090500,0,43452,41361,82.19,47.96,1.33,3.41,0.13,263.79,246.34,81.29,48.27,4.36,4.91,0.45,132.16,93.15,1
2202,28512019090500,0,44932,43357,29.46,6.5,4.96,1.03,0.49,14.01,350.82,30.79,6.73,6.72,4.9,0.68,263.34,268.58,0
2203,28512019090500,0,44932,44947,32.01,8.54,3.83,2.44,0.37,63.52,114.06,33.46,8.88,3.54,6.56,0.36,236.07,243.97,1
2204,44682019090500,0,44932,46308,92.84,36.0,5.39,1.79,0.54,212.1,226.56,91.67,36.48,5.33,3.96,0.55,115.23,117.94,0
2205,44682019090500,0,44932,42485,86.96,37.48,6.15,3.6,0.61,241.74,338.72,85.93,37.51,2.79,6.75,0.26,39.3,51.36,1
2206,5952019090800,0,46256,48780,29.89,29.17,5.88,1.77,0.59,26.34,71.92,30.86,28.15,5.1,4.35,0.52,312.05,329.96,0
2207,5952019090800,0,46256,42816,33.7,29.54,1.4,1.84,0.13,245.65,198.75,32.31,29.06,3.19,2.3,0.31,48.79,98.31,1
2208,5952019090800,0,46256,42837,33.65,29.47,1.33,1.24,0.09,230.64,206.24,33.74,28.26,4.28,4.31,0.41,344.53,23.05,1
2209,13512019090800,0,45150,46233,16.49,15.11,5.48,6.82,0.54,322.48,184.34,17.45,14.76,3.53,6.7,0.37,235.24,289.41,1
2210,15712019090800,0,46256,42567,84.09,13.44,5.16,1.84,0.53,213.08,232.4,82.98,13.23,4.16,4.35,0.42,84.64,112.59,1
2211,15712019090800,0,46256,48780,85.41,14.41,5.69,1.71,0.57,209.94,232.73,84.6,15.38,6.83,3.49,0.69,178.28,177.88,1
2212,38722019090800,0,45150,46230,69.64,50.54,6.19,5.74,0.63,203.35,302.49,69.39,49.26,6.37,3.47,0.65,342.33,6.74,1
2213,16622019090801,0,46506,43331,31.87,3.18,6.78,3.87,0.68,117.53,108.17,32.16,4.4,6.45,4.29,0.64,125.75,138.11,1
2214,8592019090803,0,43349,40657,28.33,51.4,9.09,1.94,0.92,36.81,37.36,29.07,50.4,8.75,4.82,0.87,328.41,355.75,1
2215,10392019090804,0,40130,43533,28.96,41.1,4.01,3.28,0.38,126.64,126.74,29.55,42.45,6.26,5.66,0.64,218.36,216.96,0
2216,10392019090804,0,40130,44933,33.78,30.96,4.27,5.06,0.45,117.22,150.74,34.67,30.18,5.09,3.82,0.53,341.49,239.86,0
2217,10392019090804,0,40130,43533,28.96,41.1,4.01,3.28,0.38,126.64,126.74,29.55,42.45,6.26,5.66,0.64,218.36,216.96,1
2218,19942019090804,0,40130,43449,55.0,31.2,4.36,2.99,0.45,162.5,166.01,55.96,32.33,5.81,2.06,0.59,200.38,193.8,1
2219,22662019090804,0,40130,48000,98.71,39.71,2.52,3.81,0.24,259.43,296.04,97.86,39.0,3.87,5.54,0.4,23.36,34.24,0
2220,22662019090804,0,40130,48033,96.82,40.83,2.68,3.71,0.25,294.7,329.03,95.53,40.53,4.2,3.7,0.43,60.21,83.22,0
2221,22662019090804,0,40130,48000,98.71,39.71,2.52,3.81,0.24,259.43,296.04,97.86,39.0,3.87,5.54,0.4,23.36,34.24,1
2222,30852019090804,0,40130,46461,30.77,27.01,4.41,2.15,0.44,119.09,132.15,31.5,27.92,2.74,4.48,0.28,256.01,234.1,0
2223,30852019090804,0,40130,43449,38.88,17.13,6.16,3.48,0.61,77.99,101.68,38.8,18.38,6.29,3.84,0.62,136.57,139.66,1
2224,10062019090805,0,40107,40630,78.1,9.29,3.59,3.61,0.32,221.15,238.99,77.07,10.05,4.01,5.33,0.42,129.93,173.17,1
2225,10062019090805,0,40107,42771,78.39,9.42,4.2,2.73,0.39,220.29,234.92,77.05,8.86,2.23,2.57,0.22,74.35,102.34,1
2226,13772019090806,0,29957,42875,77.51,18.48,6.15,4.51,0.6,223.79,226.63,76.42,19.13,8.19,2.28,0.83,168.55,179.62,0
2227,13772019090806,0,29957,45008,77.13,18.15,5.39,4.9,0.51,220.43,229.34,76.21,16.97,3.5,6.47,0.38,48.89,92.56,0
2228,13772019090806,0,29957,44009,74.69,17.1,2.29,4.08,0.24,222.22,292.48,75.55,18.1,5.83,2.59,0.58,216.19,213.5,1
2229,13772019090806,0,29957,46178,73.31,18.28,4.27,2.28,0.42,301.06,317.86,72.19,17.91,4.37,4.42,0.45,88.2,97.33,1
2230,25332019090806,0,29957,34933,67.32,7.21,4.16,1.91,0.37,269.48,248.65,65.95,7.14,2.05,2.95,0.21,88.1,166.85,1
2231,27422019090806,0,29957,46178,85.23,43.4,3.76,5.46,0.39,288.82,266.62,84.05,43.55,4.32,5.92,0.45,79.45,41.63,0
2232,27422019090806,0,29957,47956,82.14,44.03,3.03,2.98,0.29,312.23,344.61,81.27,45.05,1.08,5.14,0.11,103.18,319.42,1
2233,31912019090806,0,29957,42875,32.05,14.82,1.5,2.9,0.17,59.16,343.41,32.98,15.66,3.85,5.28,0.4,230.41,248.78,1
2234,1222019090807,0,43556,47843,98.96,5.26,5.89,3.38,0.58,244.83,209.02,97.97,6.34,7.05,3.48,0.72,136.99,172.49,1
2235,8352019090808,0,43663,47925,69.27,7.76,4.31,6.05,0.43,310.82,300.22,68.21,8.26,2.84,4.34,0.29,109.1,60.41,1
2236,24352019090808,0,43663,46189,81.69,15.6,3.31,5.38,0.33,303.35,255.0,80.95,16.2,3.23,3.66,0.32,135.79,123.63,1
2237,36902019090808,0,43663,46210,37.08,18.82,2.6,2.97,0.25,222.94,269.96,38.19,18.47,5.75,1.06,0.58,283.92,291.02,1
2238,36902019090808,0,43663,47830,37.86,18.79,0.5,4.42,0.04,185.67,304.42,38.78,19.33,4.53,2.7,0.45,215.69,222.31,1
2239,3142019090809,0,44978,46671,80.61,10.05,3.18,4.37,0.31,99.93,145.92,79.28,10.38,5.58,4.62,0.57,111.3,113.51,1
2240,13862019090809,0,44978,46674,27.74,42.23,3.48,4.06,0.37,76.48,75.91,29.01,41.92,6.09,3.85,0.62,292.4,325.88,0
2241,23532019090809,0,46116,41349,92.05,38.95,6.66,1.91,0.66,330.46,352.21,90.61,39.04,6.03,2.43,0.59,65.11,38.63,0
2242,23532019090809,0,46116,44937,91.66,44.26,2.96,5.5,0.32,272.54,10.33,90.37,44.12,4.91,4.8,0.51,55.07,65.38,1
2243,25032019090809,0,44978,46674,41.88,27.99,0.92,7.19,0.07,131.31,327.93,43.15,28.35,5.49,5.43,0.57,245.08,259.34,1
2244,38812019090809,0,46116,47864,37.22,4.5,8.82,3.09,0.89,136.67,156.98,38.31,5.33,7.93,1.56,0.79,177.92,172.7,1
2245,49642019090809,0,46116,43400,24.24,33.7,2.09,4.51,0.22,53.99,87.58,23.56,32.47,4.1,4.46,0.41,359.94,54.68,1
2246,49642019090809,0,46116,38578,23.82,33.58,2.28,6.01,0.24,58.18,60.08,24.97,33.7,3.06,6.57,0.33,276.54,303.93,1
2247,40242019090810,0,44837,46185,72.55,37.95,6.09,4.24,0.62,343.4,339.49,71.37,38.82,5.49,5.11,0.56,94.08,44.57,0
2248,40242019090810,0,44837,41599,71.63,40.0,5.09,2.74,0.52,351.87,331.79,70.85,40.98,2.64,5.81,0.27,163.65,13.23,1
2249,40242019090810,0,44837,43501,72.55,37.95,6.09,4.24,0.62,343.4,339.49,71.68,37.07,7.43,3.23,0.76,357.59,0.12,1
2250,7722019090812,0,48988,40476,76.2,28.13,7.83,2.03,0.79,237.98,229.21,75.66,29.23,7.29,5.59,0.73,165.46,159.67,1
2251,7722019090812,0,48988,43535,73.97,26.34,6.52,3.83,0.67,228.27,233.47,73.53,25.9,2.91,1.08,0.27,39.93,20.83,1
2252,12242019090812,0,48988,46234,43.47,32.14,4.17,3.14,0.4,109.85,79.78,44.15,33.45,2.7,0.66,0.27,202.51,160.98,1
2253,12242019090812,0,48988,40476,42.11,31.89,5.24,2.54,0.53,102.56,80.74,43.34,31.43,2.42,2.19,0.25,277.52,312.38,1
2254,5122019090900,0,48415,45643,65.73,22.48,6.69,1.69,0.67,261.45,275.9,64.61,21.89,5.87,3.79,0.6,88.21,122.46,0
2255,5122019090900,0,48415,46633,61.05,22.46,4.59,3.91,0.47,250.73,265.52,60.75,21.22,3.15,6.54,0.32,347.13,351.92,1
2256,5122019090900,0,48415,35731,62.05,22.52,5.46,2.71,0.56,245.18,266.59,61.19,23.32,3.5,4.07,0.35,177.14,154.62,1
2257,4072019090901,0,37251,45267,100.99,9.49,5.07,5.08,0.51,278.94,289.35,100.31,10.71,2.77,4.84,0.27,165.85,167.86,1
2258,15862021010300,0,44985,52593,73.62,32.82,7.71,2.99,0.78,271.19,256.67,72.53,33.6,4.29,3.49,0.45,154.06,158.98,0
