,gamePlayID,type (0=punt),#19 playerID,#20 playerID,#21 playerID,#11 playerID,#12 playerID,#13 playerID,#14 playerID,#15 playerID,#16 playerID,#17 playerID,#18 playerID,#0 playerID,#1 playerID,#2 playerID,#3 playerID,#4 playerID,#5 playerID,#6 playerID,#7 playerID,#8 playerID,#9 playerID,#10 playerID,#19 x,#19 y,#19 v,#19 a,#19 distance,#19 orientation,#19 direction,#20 x,#20 y,#20 v,#20 a,#20 distance,#20 orientation,#20 direction,#21 x,#21 y,#21 v,#21 a,#21 distance,#21 orientation,#21 direction,#11 x,#11 y,#11 v,#11 a,#11 distance,#11 orientation,#11 direction,#12 x,#12 y,#12 v,#12 a,#12 distance,#12 orientation,#12 direction,#13 x,#13 y,#13 v,#13 a,#13 distance,#13 orientation,#13 direction,#14 x,#14 y,#14 v,#14 a,#14 distance,#14 orientation,#14 direction,#15 x,#15 y,#15 v,#15 a,#15 distance,#15 orientation,#15 direction,#16 x,#16 y,#16 v,#16 a,#16 distance,#16 orientation,#16 direction,#17 x,#17 y,#17 v,#17 a,#17 distance,#17 orientation,#17 direction,#18 x,#18 y,#18 v,#18 a,#18 distance,#18 orientation,#18 direction,#0 x,#0 y,#0 v,#0 a,#0 distance,#0 orientation,#0 direction,#1 x,#1 y,#1 v,#1 a,#1 distance,#1 orientation,#1 direction,#2 x,#2 y,#2 v,#2 a,#2 distance,#2 orientation,#2 direction,#3 x,#3 y,#3 v,#3 a,#3 distance,#3 orientation,#3 direction,#4 x,#4 y,#4 v,#4 a,#4 distance,#4 orientation,#4 direction,#5 x,#5 y,#5 v,#5 a,#5 distance,#5 orientation,#5 direction,#6 x,#6 y,#6 v,#6 a,#6 distance,#6 orientation,#6 direction,#7 x,#7 y,#7 v,#7 a,#7 distance,#7 orientation,#7 direction,#8 x,#8 y,#8 v,#8 a,#8 distance,#8 orientation,#8 direction,#9 x,#9 y,#9 v,#9 a,#9 distance,#9 orientation,#9 direction,#10 x,#10 y,#10 v,#10 a,#10 distance,#10 orientation,#10 direction
102,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.38,40.9,7.23,2.31,0.72,318.28,1.15,72.91,42.77,4.2,2.62,0.43,314.05,254,83.64,39.29,4.46,5.27,0.44,351.25,33.1,81.25,28.7,4.6,5.11,0.46,41.11,24.45,75.57,45.19,3.76,4.48,0.37,272.71,274.72,90.93,31.99,4.13,1.91,0.42,244.39,133.75,86.18,36.27,3.8,4.33,0.37,21.12,16.77,87,29.2,1.74,3.41,0.17,296,256.39,86.93,27.88,3.16,3.46,0.33,42.66,89.65,73.18,36.48,7.54,3.19,0.74,66.14,79.12,85.84,39.32,4.59,3.25,0.45,337.25,29.35,56.82,30.49,6.38,2.23,0.64,57.91,45.86,83.94,41.26,5.59,2.03,0.56,72.96,31.2,80.16,35.41,4.72,3.97,0.53,25.22,0.41,84.09,31.01,4.27,2.95,0.42,320.24,330.89,85.44,35.2,3.86,3.69,0.38,338.6,3.36,84.33,31.68,3.92,3.2,0.38,333.7,334.42,72.9,44.68,2.78,3.36,0.28,108.01,295.61,78.68,26.57,3.73,3.43,0.36,27.79,343.62,86,41.5,5.17,3.03,0.51,88.85,53.85,87.02,39.49,6.54,3.66,0.65,355.95,19.56,75.02,39.72,7.43,4.89,0.75,75.75,67.68
103,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.4,41.61,7.1,2.16,0.71,318.28,2.74,72.52,42.67,3.94,2.93,0.41,321.28,257.39,83.86,39.68,4.52,4.93,0.45,339.22,25.79,81.41,29.14,4.67,4.47,0.47,32.62,18.14,75.19,45.24,3.93,3.57,0.38,272.71,279.39,91.21,31.71,3.94,1.99,0.4,247.47,135.56,86.27,36.65,4,4.12,0.39,10.3,9.78,86.82,29.18,1.8,3.07,0.18,300.26,267.78,87.21,27.88,2.71,3.52,0.28,36.81,87.56,73.87,36.72,7.43,3.44,0.73,67.04,76.27,86.05,39.76,4.88,3.5,0.48,335.05,23.94,57.27,30.95,6.4,2.12,0.64,55.79,43.51,84.24,41.76,5.82,1.78,0.58,68.79,29.92,80.03,35.97,5.01,3.68,0.57,18.78,355.33,83.87,31.39,4.45,2.15,0.44,322.22,328.66,85.44,35.59,4.03,3.26,0.39,335.72,358.26,84.16,32.07,4.3,3.02,0.42,332.77,336.98,72.69,44.78,2.25,3.34,0.23,100.37,300.14,78.56,26.96,4.14,2.85,0.41,27.79,341.78,86.41,41.82,5.21,2.8,0.52,86.7,50.17,87.22,40.13,6.68,3.04,0.67,341.51,16.62,75.7,40.04,7.43,4.93,0.75,73.38,62.96
104,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.45,42.32,7.02,2.2,0.71,319.24,4.59,72.14,42.6,3.67,3.26,0.38,328.29,261.11,84.04,40.11,4.74,4.4,0.46,333.52,19.96,81.52,29.59,4.65,4.05,0.46,23.34,11.83,74.81,45.3,3.94,2.33,0.39,271.3,281.44,91.46,31.44,3.62,2.31,0.37,251.83,136.9,86.31,37.06,4.22,3.76,0.41,4.31,4.03,86.65,29.19,1.77,2.77,0.18,307.62,278.88,87.46,27.91,2.27,3.57,0.24,27.8,83.82,74.52,36.99,7.27,3.66,0.7,62.87,73.42,86.23,40.23,5.15,3.28,0.51,340.52,19.82,57.7,31.43,6.45,1.99,0.64,57.6,41.35,84.53,42.28,6.04,1.52,0.6,65.59,28.68,79.89,36.51,5.23,3.34,0.56,14.42,351.64,83.64,31.77,4.55,1.23,0.45,325.09,328.29,85.41,36.01,4.31,2.88,0.42,331.09,354.59,83.99,32.49,4.6,2.65,0.45,332.77,338.95,72.52,44.88,1.85,3.51,0.2,96.34,305.25,78.43,27.37,4.37,2.07,0.43,18.47,340.93,86.81,42.18,5.37,2.62,0.53,77.6,46.8,87.41,40.77,6.7,2.32,0.67,332.31,14.94,76.35,40.41,7.42,4.74,0.75,68.02,58.42
105,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.51,42.98,6.61,2.83,0.66,303.82,5.76,71.8,42.56,3.36,3.54,0.35,342.11,266.88,84.18,40.57,5.01,3.89,0.49,331.9,15.19,81.59,30.05,4.65,3.68,0.46,7.27,6.47,74.43,45.38,3.86,1.54,0.39,270.14,283.42,91.69,31.18,3.34,2.55,0.34,258.75,139.17,86.33,37.49,4.37,3.24,0.43,1.07,359.36,86.47,29.23,1.79,2.48,0.18,312.34,287.82,87.65,27.94,1.82,3.74,0.2,18.76,77.17,75.14,37.29,7.12,3.81,0.69,60.81,70.43,86.4,40.74,5.39,2.89,0.53,345.85,16.7,58.13,31.92,6.5,1.56,0.65,59.2,40.12,84.82,42.83,6.24,1.22,0.62,57.74,27.82,79.72,37.09,5.5,2.67,0.6,6.3,348.61,83.4,32.18,4.73,0.67,0.47,329.18,328.71,85.36,36.45,4.54,2.31,0.44,328.16,352.57,83.83,32.93,4.82,2.17,0.47,334.77,340.9,72.4,44.98,1.41,3.85,0.15,93.36,310.9,78.29,27.81,4.61,1.58,0.46,21.96,341.3,87.2,42.57,5.55,2.5,0.56,61.87,43.52,87.59,41.37,6.5,1.87,0.63,320.51,14.08,76.95,40.83,7.38,4.62,0.74,61.98,53.92
106,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.57,43.6,6.16,3.52,0.62,295.76,6.07,71.5,42.55,2.86,3.83,0.3,358.8,270.11,84.31,41.08,5.3,3.27,0.52,328.95,12.32,81.62,30.51,4.64,3.59,0.46,353.92,1.04,74.07,45.47,3.63,1.66,0.37,270.14,284.7,91.89,30.94,3.09,2.61,0.32,263.34,141.43,86.3,37.94,4.57,2.92,0.45,349.93,355.24,86.31,29.3,1.83,2.26,0.18,316.41,295.97,87.8,28,1.47,3.7,0.16,9.78,67.57,75.72,37.61,6.95,3.88,0.67,59.45,67.4,86.54,41.27,5.6,2.61,0.56,352.28,13.44,58.55,32.43,6.53,1.1,0.66,60.68,39.65,85.11,43.4,6.38,1.11,0.63,50.81,26.65,79.54,37.66,5.68,1.87,0.61,0.3,346.45,83.15,32.61,4.94,0.61,0.49,336.86,329.42,85.3,36.93,4.84,2.04,0.48,331.26,351.17,83.68,33.39,4.97,1.77,0.49,338.47,343.18,72.31,45.06,1.05,3.75,0.12,90.65,320.03,78.15,28.26,4.77,1.1,0.47,24.03,342.31,87.57,42.98,5.54,2.08,0.55,58.83,41.34,87.74,41.97,6.24,2.14,0.62,300.79,13.04,77.53,41.31,7.44,4.8,0.75,61.23,48.82
107,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.62,44.16,5.5,4.47,0.57,288.37,5.9,71.23,42.57,2.46,4.11,0.26,13.96,277.14,84.41,41.61,5.54,2.8,0.54,324.6,9.88,81.6,30.97,4.62,3.32,0.46,346.36,356.05,73.74,45.55,3.23,2.47,0.33,270.14,284.72,92.07,30.7,2.82,2.64,0.29,268.97,144.42,86.25,38.41,4.71,2.49,0.47,346.48,352.04,86.15,29.4,1.83,2.23,0.18,319.15,305.52,87.91,28.06,1.17,3.58,0.13,4.25,53.71,76.29,37.98,6.85,3.8,0.68,60.57,64.1,86.65,41.83,5.77,2.39,0.57,353.13,10.5,58.97,32.93,6.55,0.71,0.66,58,39.57,85.39,43.98,6.44,0.8,0.64,46.68,25.83,79.36,38.25,5.82,1.23,0.61,349.3,345.08,82.9,33.04,5.02,0.57,0.5,342.51,330.53,85.21,37.41,5,1.68,0.49,332.74,349.26,83.53,33.88,5.12,1.23,0.51,339.99,343.81,72.26,45.12,0.67,3.54,0.08,87.04,325.46,78.01,28.73,4.92,0.84,0.49,28.1,342.93,87.92,43.39,5.41,1.95,0.54,56.92,39.05,87.87,42.54,5.83,2.91,0.58,302.22,12.01,78.07,41.82,7.45,4.34,0.75,62.17,45.37
108,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.66,44.68,4.85,5.42,0.52,278.19,3.82,71.03,42.64,2.04,4.81,0.21,27.79,292.75,84.5,42.16,5.73,2.14,0.56,325.98,8.12,81.55,31.43,4.61,3.01,0.46,341.07,351.86,73.47,45.62,2.62,3.73,0.28,267.23,284.06,92.21,30.47,2.6,2.68,0.27,277.01,149.44,86.17,38.87,4.8,2.01,0.48,339.12,349.59,86.02,29.52,1.87,2.56,0.19,321.79,317.9,87.98,28.13,0.95,3.33,0.1,357.81,35.42,76.83,38.38,6.78,3.7,0.67,55.94,60.64,86.75,42.41,5.87,2.03,0.58,350.93,8.38,59.38,33.44,6.47,0.89,0.65,58,39.43,85.67,44.56,6.43,0.75,0.64,44.13,25.01,79.18,38.82,5.88,0.9,0.6,346.64,344.39,82.66,33.5,5.21,1.27,0.52,343.26,332.73,85.1,37.91,5.14,1.29,0.51,333.92,347.69,83.39,34.38,5.18,0.7,0.52,342.26,344.19,72.23,45.18,0.46,2.98,0.06,87.04,344.54,77.86,29.21,5.03,0.74,0.5,30.68,343.57,88.23,43.8,5.1,2.35,0.51,43.57,36.78,87.98,43.09,5.46,3.49,0.56,306.9,11.13,78.59,42.36,7.44,3.81,0.75,61.2,42.26
109,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.68,45.14,4.35,5.43,0.46,275.38,359.69,70.89,42.73,1.68,5.23,0.18,15.13,311.63,84.57,42.74,5.84,1.43,0.58,328.6,6.97,81.47,31.88,4.58,2.6,0.46,331.18,348.53,73.25,45.67,2.13,4.3,0.24,266.18,284.21,92.33,30.25,2.36,2.77,0.25,281.14,154.48,86.07,39.35,4.83,1.63,0.48,331.73,347.32,85.9,29.68,1.97,2.78,0.19,324.56,328.71,88.02,28.22,0.89,2.96,0.09,351.84,15.15,77.35,38.8,6.72,3.41,0.67,54.98,57.57,86.82,43,5.96,1.81,0.6,345.69,6.21,59.79,33.93,6.31,1.38,0.64,61.32,39.76,85.93,45.13,6.29,1.17,0.63,49.09,24.31,79.03,39.43,6,0.69,0.63,350.56,344.99,82.43,33.98,5.36,1.35,0.53,345.47,334.48,85,38.43,5.32,0.87,0.53,330.31,347.68,83.25,34.87,5.18,0.39,0.52,344.1,344.29,72.23,45.22,0.29,2.24,0.04,88.89,1.56,77.74,29.7,5.09,0.85,0.51,32.62,345.48,88.51,44.19,4.8,2.76,0.49,27.65,35.1,88.08,43.61,4.93,4.36,0.53,310.92,10.94,79.07,42.92,7.36,3.54,0.74,62.51,39.03
110,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.65,45.55,3.89,5.64,0.41,278.76,353.56,70.79,42.86,1.62,5.45,0.16,17.76,334.89,84.65,43.31,5.83,0.59,0.58,335.16,6.89,81.37,32.33,4.52,2.31,0.45,321.9,345.37,73.07,45.72,1.57,4.58,0.18,265.19,283.61,92.41,30.04,2.15,2.67,0.22,285.57,159.64,85.96,39.82,4.83,1.19,0.48,327.44,346.12,85.81,29.86,2.1,2.78,0.2,325.78,337.81,88.04,28.31,1.01,2.52,0.1,347.07,0.06,77.85,39.23,6.65,3.17,0.66,54.98,54.6,86.88,43.61,6.05,1.44,0.61,339.06,4.95,60.2,34.41,6.21,1.61,0.63,64.83,40.33,86.18,45.7,6.12,1.67,0.62,55.72,23.41,78.9,40.03,6.03,0.93,0.61,346.9,345.89,82.21,34.48,5.5,1.49,0.55,352.27,336.74,84.89,38.96,5.4,0.38,0.54,330.31,347.96,83.11,35.37,5.13,0.67,0.52,344.73,344.6,72.23,45.24,0.21,1.36,0.03,94.26,7.44,77.62,30.19,5.1,1.18,0.51,32.62,347.52,88.76,44.56,4.43,3.31,0.45,20.92,32.7,88.17,44.08,4.38,5.29,0.48,315.04,10.19,79.52,43.5,7.2,3.11,0.73,62.51,36.87
111,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.58,45.92,3.6,5.37,0.38,277.76,344.93,70.75,43.03,1.82,5.5,0.17,22.98,355.64,84.72,43.88,5.71,0.78,0.57,343.11,6.8,81.25,32.76,4.44,1.91,0.45,317.72,343.45,72.95,45.75,1.04,4.5,0.12,263.65,284.41,92.47,29.84,1.98,2.76,0.21,289.65,168.44,85.84,40.28,4.79,0.98,0.48,323.09,345.3,85.75,30.08,2.3,2.73,0.22,327.64,345.91,88.03,28.42,1.13,2.18,0.11,347.07,347.71,78.33,39.69,6.63,2.88,0.67,55.72,51.88,86.92,44.2,5.96,1.31,0.6,329.32,3.77,60.61,34.88,6.18,1.64,0.63,66.31,41.72,86.41,46.25,5.87,2.3,0.6,61.72,22.36,78.79,40.61,5.99,1.49,0.59,349.58,347.03,82,34.99,5.6,1.53,0.56,355.59,338.88,84.78,39.49,5.43,0.16,0.54,330.31,348,82.98,35.86,4.99,1.18,0.5,349.16,345.6,72.23,45.26,0.17,0.76,0.02,94.26,17.76,77.53,30.69,5.08,1.53,0.51,33.5,350.27,88.96,44.91,3.9,4.08,0.4,358.7,29.92,88.24,44.49,3.78,5.33,0.41,319.91,9.53,79.93,44.07,6.96,2.93,0.71,63.75,35.35
112,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.46,46.26,3.5,5.07,0.36,276.14,335.67,70.77,43.23,2.18,5.21,0.2,26.54,10.94,84.78,44.44,5.59,1.33,0.56,350.07,6.64,81.12,33.18,4.35,1.58,0.44,310.09,342.35,72.87,45.76,0.64,3.97,0.08,260.75,281.36,92.49,29.66,1.75,2.85,0.18,293.11,177.79,85.73,40.75,4.76,0.78,0.48,322.51,345.87,85.7,30.32,2.6,2.54,0.25,329.31,350,87.97,28.54,1.32,2.12,0.13,344.39,334.45,78.79,40.18,6.61,2.76,0.67,56.62,49.03,86.96,44.78,5.84,1.39,0.59,318.63,2.95,61.02,35.34,6.05,1.79,0.61,67.27,42.76,86.61,46.77,5.5,3.03,0.56,83,20.07,78.71,41.19,5.92,1.85,0.58,351.42,348.48,81.81,35.52,5.57,1.43,0.56,357.21,340.66,84.66,40.03,5.5,0.27,0.55,330.31,347.85,82.87,36.34,4.84,1.55,0.49,355.66,346.64,72.24,45.28,0.15,0.39,0.02,93.36,14.23,77.46,31.2,5.11,1.62,0.51,25.4,352.61,89.12,45.2,3.25,4.73,0.33,341.19,26.37,88.3,44.82,2.94,5.76,0.34,330.56,10.61,80.32,44.62,6.67,2.99,0.68,66.59,34.34
113,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.28,46.57,3.55,4.67,0.36,280.79,326.55,70.84,43.46,2.54,4.74,0.24,30.27,21.29,84.84,44.98,5.38,1.94,0.55,353.73,5.86,80.99,33.59,4.27,1.36,0.43,308.97,341.38,72.8,45.78,0.55,2.55,0.08,257.18,284.37,92.48,29.5,1.62,2.87,0.17,296,188.37,85.61,41.21,4.73,0.83,0.48,320.89,346.1,85.66,30.59,2.79,2.2,0.27,327.57,353.52,87.89,28.68,1.64,2.15,0.16,342.17,328.14,79.22,40.65,6.56,2.57,0.64,56.62,46.69,87,45.35,5.62,1.78,0.57,311.67,3.31,61.43,35.77,5.93,1.9,0.6,68.11,44.14,86.77,47.27,5.08,3.77,0.53,94.39,17.43,78.66,41.77,5.89,2.16,0.59,356.26,350.77,81.64,36.06,5.64,1.51,0.57,358.58,342.84,84.55,40.57,5.51,0.45,0.55,337.59,348.44,82.77,36.8,4.65,1.9,0.47,5.78,348.27,72.24,45.29,0.1,0.37,0.01,92.01,15.36,77.4,31.72,5.17,1.59,0.52,18.76,354.74,89.21,45.43,2.41,5.61,0.24,329.58,21.44,88.35,45.08,2.27,5.52,0.26,322.88,10.26,80.69,45.16,6.3,3.27,0.65,73.71,33.94
114,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,87.05,46.86,3.76,4.09,0.38,280.79,319.24,70.95,43.7,2.83,3.96,0.27,30.27,27.6,84.88,45.5,5.11,2.35,0.52,358.4,5.08,80.85,33.99,4.17,1.32,0.42,308.97,340.37,72.74,45.8,0.5,1.45,0.06,252.78,291.48,92.44,29.35,1.56,2.91,0.16,298.52,200.94,85.48,41.67,4.74,0.8,0.48,312.17,344.32,85.63,30.88,3.01,1.95,0.29,330.26,356.18,87.79,28.84,1.9,2.07,0.19,337.94,324.04,79.63,41.14,6.51,2.52,0.64,56.62,44.44,87.03,45.89,5.36,2.29,0.55,318.13,3.42,61.85,36.18,5.83,1.89,0.59,68.11,45.67,86.91,47.74,4.7,4.1,0.49,139.22,14.81,78.64,42.33,5.81,2.41,0.56,353.71,353.17,81.48,36.59,5.58,1.5,0.56,359.22,344.41,84.44,41.11,5.47,0.62,0.55,344.04,348.64,82.69,37.25,4.48,2.04,0.46,14.44,350.01,72.26,45.3,0.22,0.32,0.02,86.18,62.4,77.37,32.25,5.18,1.65,0.52,14.94,357.3,89.28,45.61,1.78,5.56,0.2,328.25,17.12,88.38,45.27,1.73,4.93,0.2,321.29,11.27,81.03,45.66,5.86,3.77,0.61,78.62,33.87
115,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,86.78,47.16,4.02,3.45,0.4,284.62,314.54,71.1,43.95,3.01,3.16,0.29,31.78,33.61,84.92,46,4.89,2.48,0.5,5.21,3.76,80.71,34.38,4.06,1.29,0.41,310.86,340.2,72.68,45.82,0.57,0.41,0.06,249.56,291.42,92.37,29.21,1.6,2.81,0.16,300.41,213.5,85.35,42.13,4.74,0.84,0.48,311.3,343.06,85.61,31.2,3.22,1.58,0.32,332.48,357.43,87.66,29,2.16,2.08,0.21,331.26,320.31,80.02,41.64,6.41,2.61,0.63,55.31,42.33,87.06,46.39,4.87,3.28,0.49,315.15,3.31,62.28,36.58,5.75,1.79,0.58,70.02,47.26,87,48.18,4.33,4.23,0.45,161.61,10.57,78.65,42.9,5.74,2.65,0.56,0.75,356.05,81.35,37.15,5.62,1.7,0.57,0.55,347.23,84.33,41.67,5.57,0.48,0.56,348.25,348.65,82.62,37.68,4.29,2.12,0.44,17.38,351.61,72.3,45.31,0.41,0.92,0.04,83.42,80.65,77.35,32.77,5.19,1.4,0.53,350.72,358.42,89.32,45.76,1.26,5.21,0.15,324.76,9.35,88.42,45.42,1.22,4.45,0.15,315.17,14.97,81.34,46.13,5.44,4.06,0.57,83.77,34.32
116,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,86.46,47.48,4.48,3.08,0.45,284.62,312.52,71.27,44.19,3.04,2.25,0.3,31.78,37.84,84.95,46.48,4.65,2.52,0.48,16.51,3.35,80.59,34.77,3.98,1.23,0.41,315.39,342.3,72.62,45.84,0.64,0.39,0.06,245.91,285.7,92.26,29.08,1.7,2.89,0.16,302.4,226.33,85.2,42.58,4.74,1,0.48,310.72,341.25,85.6,31.53,3.41,1.33,0.34,331.78,358.54,87.5,29.17,2.4,2.01,0.23,328.46,317.48,80.38,42.13,6.3,2.63,0.6,53.93,40.31,87.08,46.86,4.54,3.46,0.47,309.56,3.49,62.7,36.96,5.69,1.67,0.57,70.02,48.81,87.03,48.59,3.92,4.79,0.41,197.33,2.14,78.72,43.45,5.66,2.89,0.56,6.8,359.46,81.24,37.73,5.81,1.71,0.59,359.83,349.68,84.21,42.23,5.68,0.28,0.57,341.62,348.39,82.57,38.1,4.14,2.06,0.43,17.38,353.34,72.36,45.31,0.68,1.54,0.06,84.61,86.6,77.33,33.31,5.29,1.04,0.54,336.04,359.15,89.33,45.86,0.78,4.75,0.1,336.78,358.29,88.45,45.5,0.68,4.11,0.08,313.32,20.23,81.64,46.56,5,4.05,0.52,86.97,34.77
117,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,86.1,47.8,4.93,2.79,0.49,289.21,311.15,71.46,44.42,2.95,1.68,0.29,35.09,41.19,84.97,46.93,4.41,2.54,0.45,29.68,2.05,80.48,35.15,3.95,1.34,0.4,318.14,344.76,72.55,45.85,0.76,1.04,0.07,238.12,275.3,92.12,28.98,1.83,2.82,0.18,301.31,236.91,85.03,43.03,4.77,1.26,0.48,301.52,339.04,85.59,31.88,3.58,1.08,0.35,333.64,358.31,87.32,29.36,2.68,2.01,0.26,325.83,315.37,80.7,42.6,6.11,2.7,0.57,52.83,38.48,87.11,47.3,4.27,3.19,0.45,314.7,3.07,63.14,37.33,5.63,1.61,0.57,70.02,50.49,87.01,48.95,3.56,5.02,0.37,221.94,353.53,78.81,43.98,5.57,3.02,0.54,8.04,2.81,81.15,38.32,5.95,1.58,0.6,0.51,351.43,84.09,42.79,5.71,0.45,0.58,343.24,347.63,82.53,38.53,4.12,1.76,0.43,24.63,355.06,72.44,45.32,0.9,1.63,0.08,84.61,85.98,77.33,33.87,5.46,0.73,0.56,343.38,359.93,89.33,45.91,0.32,4.49,0.05,349.37,330.89,88.46,45.54,0.3,3.59,0.05,310.27,17.71,81.91,46.96,4.62,3.81,0.48,89.98,33.93
118,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,85.71,48.14,5.2,2.4,0.51,293.65,309.84,71.65,44.63,2.86,1.57,0.29,37.82,43.85,84.98,47.36,4.17,2.51,0.43,39.02,0.57,80.39,35.54,3.98,1.32,0.4,316.09,346.97,72.46,45.84,0.95,1.47,0.09,227.75,265.66,91.96,28.89,1.87,2.47,0.18,303.09,245.73,84.85,43.47,4.8,1.29,0.48,299.5,337.2,85.58,32.25,3.69,0.74,0.37,330.84,357.79,87.12,29.57,2.97,2,0.29,326.49,314.29,81.01,43.06,5.94,2.82,0.56,49.78,36.67,87.12,47.72,4,2.93,0.42,317.88,3.11,63.58,37.67,5.57,1.65,0.56,70.02,52.47,86.95,49.3,3.38,4.75,0.35,230.87,345.54,78.91,44.49,5.43,3.04,0.52,9.9,5.77,81.06,38.94,6.18,1.36,0.62,2.14,352.53,83.95,43.34,5.69,0.83,0.57,347.09,346.15,82.48,38.96,4.1,1.31,0.43,22.63,354.83,72.57,45.33,1.32,2.39,0.12,69.23,83.57,77.33,34.43,5.55,0.57,0.56,339.81,0.65,89.32,45.91,0.26,3.84,0.01,359.19,231.86,88.45,45.56,0.07,3.02,0.01,307.34,256.76,82.15,47.33,4.24,3.63,0.44,90.58,33.22
119,2.50E+13,0,46174,46672,46732,40579,41316,41448,42608,43407,43427,43491,45350,31018,36060,36086,42398,42514,43396,43498,43693,44859,44999,46958,85.29,48.49,5.58,2.32,0.55,298.43,309.63,71.85,44.84,2.73,1.52,0.28,40.99,44.57,84.98,47.77,3.94,2.43,0.4,43.49,359.07,80.3,35.94,4.01,1.32,0.41,329.85,349.11,72.35,45.82,1.31,2.29,0.12,211.05,254.76,91.78,28.83,1.91,2.43,0.19,304.56,256.43,84.65,43.92,4.8,1.4,0.48,300.25,335.06,85.55,32.62,3.76,0.85,0.38,335.32,354.67,86.89,29.78,3.26,1.96,0.32,321.35,312.67,81.28,43.53,5.76,2.83,0.54,49.78,34.92,87.15,48.11,3.75,2.62,0.39,319.17,3.72,64.02,38.01,5.49,1.46,0.55,71.25,53.4,86.83,49.61,3.3,4.43,0.33,238.49,336.41,79.04,44.99,5.33,2.85,0.51,9.9,8.48,80.98,39.56,6.3,1.12,0.63,357.22,353.41,83.8,43.89,5.71,1.33,0.57,349.53,343.47,82.44,39.37,4.02,1.16,0.41,24.49,355.27,72.72,45.36,1.77,3.08,0.16,69.23,79.89,77.34,34.99,5.67,0.41,0.57,338.65,0.87,89.3,45.88,0.39,2.6,0.03,3.98,215.44,88.43,45.55,0.33,2.46,0.02,305.64,226.72,82.37,47.68,3.94,3.28,0.41,86.07,30.86
